,premise,hypothesis,label
182839,나는 그것이 그것과 관련이 있다고 생각하지 않는다,모든 사람들은 그것이 그것과 관련이 있다고 믿는다.,contradiction
322190,나는 그것이 그것과 관련이 있다고 생각하지 않는다,그것은 내가 알 수 있는 바로는 그것과 관련이 없다.,entailment
135962,예배와 의식의 도구는 프로브의 중요한 유대인 공동체의 종교적 삶을 보여줍니다,그 지방의 유대인 공동체에 대한 증거가 있다.,entailment
190626,예배와 의식의 도구는 프로브의 중요한 유대인 공동체의 종교적 삶을 보여줍니다,유대인 공동체는 그 지방 인구의 10%를 차지한다.,neutral
359241,예배와 의식의 도구는 프로브의 중요한 유대인 공동체의 종교적 삶을 보여줍니다,유대인들은 그 지방에서 살아본 적이 없다.,contradiction
124288,나는 한 때 가지고 있던 무게의 절반과 돈도 없이 병상을 떠났다,나는 곧 하역장에서 일을 찾았다.,neutral
124820,나는 한 때 가지고 있던 무게의 절반과 돈도 없이 병상을 떠났다,병상에서 체중이 너무 많아서 떠날 때 원래 체중의 두 배가되었습니다.,contradiction
338448,나는 한 때 가지고 있던 무게의 절반과 돈도 없이 병상을 떠났다,"병상을 떠난 후, 나는 전보다 더 빈털터리가 되고 더 마르게 되었다.",entailment
265656,그러나 그의 반대자들은 스미스가 대통령 거부권을 행사하기 위해 요구한 제한에 의지할 수 있기 때문에 스미스의 관대함이 값싼 관대함이라고 의심하고 있다,많은 반대자들은 스미스의 관대함을 보여주는 것이 성실하다고 느꼈다.,contradiction
267729,그러나 그의 반대자들은 스미스가 대통령 거부권을 행사하기 위해 요구한 제한에 의지할 수 있기 때문에 스미스의 관대함이 값싼 관대함이라고 의심하고 있다,"거의 결과가 없는 정치적 웅장함이 사라진 한, 대통령으로부터 거부권을 끌어내는 스미스의 능력을 이길 수는 없었다.",neutral
362316,그러나 그의 반대자들은 스미스가 대통령 거부권을 행사하기 위해 요구한 제한에 의지할 수 있기 때문에 스미스의 관대함이 값싼 관대함이라고 의심하고 있다,스미스의 관대함이 싸다고 느끼는 사람들이 많았다.,entailment
124550,그는 그들에게 그들의 변호사들에게 그들 자신의 주머니에서 손실을 복구하도록 해달라고 호소했다,손실을 복구하기 위해 어떤 조치도 취할 수 없었다.,contradiction
260445,그는 그들에게 그들의 변호사들에게 그들 자신의 주머니에서 손실을 복구하도록 해달라고 호소했다,변호사들은 주머니에서 손실을 복구해 달라는 호소를 받았다.,entailment
377281,그는 그들에게 그들의 변호사들에게 그들 자신의 주머니에서 손실을 복구하도록 해달라고 호소했다,하지만 항소는 성사되지 않았다.,neutral
141740,그는 친절하고 착한 사람이다,그는 주말에 자선을 위해 자원봉사를 한다.,neutral
163532,그는 친절하고 착한 사람이다,그는 정말 얼간이야.,contradiction
168316,그는 친절하고 착한 사람이다,그는 아주 좋은 사람이다.,entailment
121554,또한 열대 환경에서 성장하고 있는 다른 다양한 것들도 있다,열대 환경에서 자라는 것을 좋아하는 많은 것들,neutral
325358,또한 열대 환경에서 성장하고 있는 다른 다양한 것들도 있다,열대 환경에서는 어떤 것도 자랄 수 없다,contradiction
338369,또한 열대 환경에서 성장하고 있는 다른 다양한 것들도 있다,열대 환경에서 자라는 다른 것들이 있습니다,entailment
16010,내 세금이 주택담보대출을 초과한다,내 세금은 매우 낮다.,contradiction
52596,내 세금이 주택담보대출을 초과한다,"내 세금은 한 달에 1,000달러 이상이야!",neutral
225671,내 세금이 주택담보대출을 초과한다,내 세금은 저당보다 더 많다.,entailment
18993,CNN의 용감한 남녀들에게 신의 축복이 있기를 앞으로 그렇게 열심히 그리고 그렇게 즐거워할 것이다,CNN에는 용감한 남녀가 없다.,contradiction
140852,CNN의 용감한 남녀들에게 신의 축복이 있기를 앞으로 그렇게 열심히 그리고 그렇게 즐거워할 것이다,CNN에는 용감한 남녀가 있다.,entailment
340627,CNN의 용감한 남녀들에게 신의 축복이 있기를 앞으로 그렇게 열심히 그리고 그렇게 즐거워할 것이다,CNN에는 뉴스를 얻기 위해 할 수 있는 모든 것을 하는 용감한 남녀들이 있다.,neutral
11085,그것은 뜻밖에도 어려운 것으로 판명되었다,"시간이 지남에 따라, 그 일은 더 쉬워질 수 있다.",neutral
188997,그것은 뜻밖에도 어려운 것으로 판명되었다,자전거 타는 것만큼이나 쉬웠다.,contradiction
374566,그것은 뜻밖에도 어려운 것으로 판명되었다,그 일은 예상보다 어려웠다.,entailment
179960,그는 링컨에 있는 법률 지원 회사에서 일했고 두 명의 친구와 함께 잠시 법률 클리닉을 운영했다,링컨에는 법률 지원 회사가 있다.,entailment
339126,그는 링컨에 있는 법률 지원 회사에서 일했고 두 명의 친구와 함께 잠시 법률 클리닉을 운영했다,그 두 친구는 그만큼 자격이 없었다.,neutral
23544,27의 사건에서 혐의가 기각되거나 피고인이 무죄 판결을 받았다,"소수의 경우, 혐의는 기각되었다.",entailment
282648,27의 사건에서 혐의가 기각되거나 피고인이 무죄 판결을 받았다,피고에 대한 혐의는 살인죄로 형사 고발되었다.,neutral
314175,27의 사건에서 혐의가 기각되거나 피고인이 무죄 판결을 받았다,"대부분의 경우, 혐의는 기각되거나 피고는 무죄 판결을 받았다.",contradiction
184673,활동을 하고 최고의 사람들을 끌어들이고 보다 효율적이고 효과적으로 운영될 수 있도록 기술을 강화한다,그것의 기술은 덜 효율적이고 효과적인 방법으로 향상되었다.,contradiction
359853,활동을 하고 최고의 사람들을 끌어들이고 보다 효율적이고 효과적으로 운영될 수 있도록 기술을 강화한다,그것의 기술은 더 효율적이고 효과적인 것으로 향상되었다.,entailment
360262,활동을 하고 최고의 사람들을 끌어들이고 보다 효율적이고 효과적으로 운영될 수 있도록 기술을 강화한다,"월스트리트저널(WSJ) 국장은 ""기술이 보다 효율적이고 효과적""이라고 말했다.",neutral
17799,교회에는 예수와 사도들의 화강암 조각상이 현관을 장식하고 있다,교회에는 조각상이 없었다.,contradiction
57592,교회에는 예수와 사도들의 화강암 조각상이 현관을 장식하고 있다,교회 현관을 따라 있는 제자들은 예수상을 가지고 있다.,entailment
162782,교회에는 예수와 사도들의 화강암 조각상이 현관을 장식하고 있다,예수와 사도들의 동상은 지역 시민들에 의해 기증되었다.,neutral
232519,교회에는 예수와 사도들의 화강암 조각상이 현관을 장식하고 있다,예수와 사도들의 동상은 청동으로 주조되었다.,contradiction
313011,교회에는 예수와 사도들의 화강암 조각상이 현관을 장식하고 있다,교회에는 종종 동상이 있다.,neutral
352055,교회에는 예수와 사도들의 화강암 조각상이 현관을 장식하고 있다,예수와 사도들은 교회 현관의 돌로 대표된다.,entailment
16845,누군가는 그들에게 걸리고 싶지 않다,그들에게 붙잡히는 것은 좋은 생각이다.,contradiction
33243,누군가는 그들에게 걸리고 싶지 않다,거미줄에 걸리는 것은 좋지 않은 생각일 것이다.,neutral
259158,누군가는 그들에게 걸리고 싶지 않다,당신은 결국 그들에게 휘말리고 싶지 않을 것이다.,entailment
55964,자원 특히 노동력의 가용성을 바탕으로 2005년까지 총 1만 MWe에 대해 6000MW의 FGD 용량을 추가로 구축할 수 있을 것으로 예상된다,이 능력 수준은 10년 동안의 수요를 충족시킬 것이다.,neutral
177383,자원 특히 노동력의 가용성을 바탕으로 2005년까지 총 1만 MWe에 대해 6000MW의 FGD 용량을 추가로 구축할 수 있을 것으로 예상된다,"우리는 FGD의 6,000MWe를 더 만들 수 있는 기회를 확인했다.",entailment
192906,자원 특히 노동력의 가용성을 바탕으로 2005년까지 총 1만 MWe에 대해 6000MW의 FGD 용량을 추가로 구축할 수 있을 것으로 예상된다,우리는 더 이상 FGD 시설을 만들 수 없습니다.,contradiction
11366,스트립과의 근접성은 관광객들에게도 인기가 있다,그것은 관광객들이 쉽게 찾을 수 있는 스트립에서 걸어갈 수 있는 거리에 있다.,neutral
108666,스트립과의 근접성은 관광객들에게도 인기가 있다,스트립과 가깝기 때문에 관광객들에게 인기가 있다.,entailment
356981,스트립과의 근접성은 관광객들에게도 인기가 있다,많은 관광객들이 그것을 보는 것은 스트립과는 거리가 멀다.,contradiction
79937,거기에 그거 있어요,그럼 넌 없는거야?,contradiction
129606,거기에 그거 있어요,정말 쓸 수 있어요.,neutral
181089,거기에 그거 있어요,퍼천스도 하나 있어?,entailment
45408,레니는 손실을 줄이고 그 아이에게 해고해야 한다,내 생각엔 레니가 그 아이와 헤어져야 할 것 같아.,entailment
325447,레니는 손실을 줄이고 그 아이에게 해고해야 한다,레니는 정말로 그 아이를 해고해야 한다.,neutral
52465,이러한 혜택에는 규모의 경제와 공동 생산이 포함된다,한 가지 몰락은 공동 생산의 경제이다.,contradiction
184133,이러한 혜택에는 규모의 경제와 공동 생산이 포함된다,한 가지 이점은 비영리 단체의 공동 생산 경제다.,neutral
359331,이러한 혜택에는 규모의 경제와 공동 생산이 포함된다,한 가지 이점은 공동 생산의 경제이다.,entailment
330617,강력한 시행으로만 우리는 총기 폭력과의 전쟁에서 이길 수 있다,우리는 사람들에게 총을 제공하는 것만으로 총기 폭력과의 전쟁에서 이길 수 있다.,contradiction
347745,강력한 시행으로만 우리는 총기 폭력과의 전쟁에서 이길 수 있다,우리는 강력한 집행만으로 총기 폭력과의 전쟁에서 이길 수 있다고 대통령은 말했다.,neutral
357736,강력한 시행으로만 우리는 총기 폭력과의 전쟁에서 이길 수 있다,우리는 강력한 집행만으로 총기 폭력과의 전쟁에서 이길 수 있다.,entailment
115561,그리고 그는 7월 1일까지 그곳에 있을 것이고 그들을 위해 어떤 종류의 컴퓨터를 설치할 것이다,그는 기껏해야 몇 달 동안 저쪽에 있을 것이다.,neutral
167386,그리고 그는 7월 1일까지 그곳에 있을 것이고 그들을 위해 어떤 종류의 컴퓨터를 설치할 것이다,그들은 그들만의 컴퓨터를 설치할 수 있다.,contradiction
220326,그리고 그는 7월 1일까지 그곳에 있을 것이고 그들을 위해 어떤 종류의 컴퓨터를 설치할 것이다,그는 7월 1일까지 머물면서 그들을 도울 계획이다.,entailment
28086,아주 좋은 의미입니다,이치에 맞을 뿐이다.,neutral
208422,아주 좋은 의미입니다,말이 안 된다.,contradiction
216542,아주 좋은 의미입니다,그건 상식입니다.,entailment
245891,그는 피해를 복구하기 위한 정부의 조치를 요구했다,정부는 그의 전화를 듣고 조치를 취했다.,neutral
